도시,장소명(한국어),장소명(영문),분류,위도,경도,UNESCO,한국관광100선,권장체류(분),운영시간,설명
,절물자연휴양림,Jeolmul Recreation Forest,힐링·생태,33.447,126.636,,Y,90,"07:00–18:00 · 어른 1,000원",삼나무가 곧게 선 휴양림. 장생의 숲길이 길게 이어진다.
,교래 자연휴양림,Gyorae Recreation Forest,힐링·생태,33.427,126.669,,,80,"09:00–17:00 · 어른 1,000원",곶자왈 지형을 그대로 둔 휴양림. 습한 숲 특유의 식생이 짙다.
,동백동산 습지,Dongbaekdongsan Wetland,힐링·생태,33.503,126.713,,,80,상시 개방 · 무료,람사르 습지로 등록된 곶자왈 숲. 먼물깍 연못까지 평탄하게 걷는다.
,거문오름,Geomunoreum,힐링·생태,33.456,126.723,Y,,150,"탐방 예약제 · 화요일 휴무 · 어른 2,000원",만장굴을 만든 용암의 발원지. 세계자연유산이며 사전 예약이 필요하다.
,용눈이오름,Yongnuni Oreum,힐링·생태,33.457,126.839,,,60,개방 시기 확인 필요 · 무료,능선이 부드럽게 겹치는 오름. 휴식년제로 닫히는 해가 있다.
,다랑쉬오름,Darangshi Oreum,힐링·생태,33.464,126.832,,,90,상시 개방 · 무료,분화구가 깊게 파인 오름. 정상까지 40분 남짓 오른다.
,하도해변,Hado Beach,힐링·생태,33.517,126.883,,,50,상시 개방 · 무료,철새도래지를 옆에 둔 조용한 해변. 사람이 적다.
,평대해변,Pyeongdae Beach,힐링·생태,33.552,126.833,,,50,상시 개방 · 무료,비자림 가는 길에 들르는 작은 해변.
,김녕성세기해변,Gimnyeong Seongsegi Beach,힐링·생태,33.558,126.753,,,50,상시 개방 · 무료,김녕 본 해변 옆의 작은 만. 물빛이 더 짙다.
,세화해변,Sehwa Beach,힐링·생태,33.524,126.86,,,50,상시 개방 · 무료,오일장이 서는 마을 앞 해변.
,신양섭지해수욕장,Sinyang Seopji Beach,힐링·생태,33.43,126.926,,,50,상시 개방 · 여름 개장,섭지코지 안쪽의 잔잔한 만. 윈드서핑을 많이 한다.
,성산포항,Seongsanpo Harbour,테마파크·액티비티,33.474,126.935,,,40,우도행 도선 07:00–18:00,우도로 가는 배가 뜨는 항구. 회센터가 붙어 있다.
,혼인지,Honinji,역사·문화,33.438,126.904,,,40,상시 개방 · 무료,탐라 삼신인이 혼례를 올렸다는 못. 수국철에 특히 붐빈다.
,표선해수욕장,Pyoseon Beach,힐링·생태,33.325,126.833,,,60,상시 개방 · 여름 개장,썰물에 백사장이 운동장처럼 넓게 드러나는 해변.
,남원 큰엉해안경승지,Keunnyeong Coastal Walk,힐링·생태,33.275,126.715,,,60,상시 개방 · 무료,절벽 위로 난 산책로. 한반도 모양으로 뚫린 나뭇잎 구간이 알려져 있다.
,서귀포 이중섭거리,Lee Jung-seop Street,역사·문화,33.247,126.562,,,60,"미술관 09:00–18:00 · 월요일 휴관 · 어른 1,500원",화가가 피난기에 머문 초가와 미술관이 있는 거리. 올레시장과 붙어 있다.
,새연교,Saeyeongyo Bridge,힐링·생태,33.239,126.561,,,40,상시 개방 · 무료,서귀포항과 새섬을 잇는 보행교. 야간 조명이 들어온다.
,대포주상절리대,Daepo Columnar Joints,역사·문화,33.238,126.427,,,50,"09:00–18:00 · 어른 2,000원",육각 기둥이 바다로 늘어선 절벽. 중문 권역에 있다.
,여미지식물원,Yeomiji Botanic Garden,힐링·생태,33.25,126.413,,,90,"09:00–18:00 · 어른 12,000원",온실과 외부 정원이 함께 있는 식물원. 비 오는 날 대안이다.
,제주항공우주박물관,Jeju Aerospace Museum,테마파크·액티비티,33.304,126.309,,,110,"09:00–18:00 · 월요일 휴관 · 어른 10,000원",실물 항공기를 전시하는 대형 박물관. 아이 동반 일정에 넣는다.
,본태박물관,Bonte Museum,테마파크·액티비티,33.302,126.368,,,80,"10:00–18:00 · 어른 20,000원",안도 다다오가 설계한 미술관. 전통 공예와 현대미술을 함께 건다.
,제주 신화월드,Jeju Shinhwa World,테마파크·액티비티,33.305,126.32,,,180,테마파크 10:00–18:00 · 요금 상이,호텔과 테마파크가 묶인 복합 단지. 서쪽 일정의 거점이 된다.
,금오름,Geumoreum,힐링·생태,33.355,126.306,,,60,상시 개방 · 무료,분화구에 물이 고이는 오름. 노을 시간에 사람이 몰린다.
,저지오름,Jeoji Oreum,힐링·생태,33.323,126.267,,,70,상시 개방 · 무료,둘레길이 잘 난 숲 오름. 정상 전망대가 있다.
,수월봉,Suwolbong,역사·문화,33.293,126.166,,,60,상시 개방 · 무료,화산재층이 켜켜이 드러난 해안 절벽. 세계지질공원 대표 지점이다.
,차귀도,Chagwido,테마파크·액티비티,33.312,126.149,,,150,유람선 · 기상 결항 잦음,무인도 세 개가 모인 해상 경관. 배로 돌거나 자구내포구에서 본다.
,신창풍차해안도로,Sinchang Windmill Coast,힐링·생태,33.34,126.172,,,50,상시 개방 · 무료,바다 위에 풍력발전기가 선 해안 구간. 노을 시간이 좋다.
,협재 비양도,Biyangdo Island,테마파크·액티비티,33.404,126.227,,,180,한림항 도선 09:00·12:00·14:00·16:00,협재 앞바다의 작은 섬. 한 바퀴 한 시간이면 돈다.
,제주현대미술관,Jeju Museum of Contemporary Art,테마파크·액티비티,33.321,126.268,,,70,"09:00–18:00 · 월요일 휴관 · 어른 2,000원",저지예술인마을 안의 미술관. 주변에 공방이 모여 있다.
,항파두리 항몽유적지,Hangpaduri Fortress,역사·문화,33.438,126.406,,,50,상시 개방 · 무료,삼별초가 마지막으로 항전한 토성 터. 유채와 코스모스를 심는다.
,새별오름 나홀로나무,Saebyeol Lone Tree,힐링·생태,33.361,126.351,,,30,상시 개방 · 무료,들판에 한 그루 선 나무. 새별오름 바로 아래다.
,서귀포 자연휴양림,Seogwipo Recreation Forest,힐링·생태,33.313,126.467,,,90,"09:00–18:00 · 어른 1,000원",한라산 남쪽 사면의 편백 숲. 1100도로 중턱에 있다.
,1100고지 습지,1100 Highland Wetland,힐링·생태,33.358,126.465,,,40,상시 개방 · 무료,람사르 습지로 등록된 고지대 늪. 겨울에 눈이 가장 먼저 쌓인다.
,성판악 탐방로,Seongpanak Trail,힐링·생태,33.385,126.619,Y,,480,입산 통제 시간 엄격 · 예약제 · 무료,백록담까지 오르는 유일한 완주 코스 중 하나. 왕복 아홉 시간을 잡는다.
,송도해수욕장 · 케이블카,Songdo Beach & Cable Car,힐링·생태,35.0759,129.017,,,90,"케이블카 09:00–21:00 · 왕복 15,000원",국내 첫 공설 해수욕장. 바다 위를 건너는 케이블카와 구름산책로가 붙어 있다.
,송도용궁구름다리,Songdo Yonggung Suspension Bridge,힐링·생태,35.0619,129.02221,,,50,"09:00–18:00 · 어른 1,000원",암남공원과 동섬을 잇는 해상 현수교. 발밑으로 파도가 보인다.
,신선대 전망대,Sinseondae Lookout,힐링·생태,35.10044,129.09995,,,50,상시 개방 · 무료,컨테이너 항만이 한눈에 드는 전망대. 부산항의 규모가 실감 난다.
,오륙도 스카이워크,Oryukdo Skywalk,힐링·생태,35.0977,129.1237,,,60,09:00–18:00 · 기상 시 통제 · 무료,유리 바닥 전망대. 동해와 남해가 갈리는 지점에 서 있다.
,이기대 전망대,Igidae Lookout,힐링·생태,35.11807,129.12785,,,120,상시 개방 · 무료,바위 해안을 따라 4km 이어지는 길. 광안대교가 계속 따라온다.
,흥국사·황령산 전망대,Hwangnyeongsan Lookout,힐링·생태,35.1571,129.08208,,,60,상시 개방 · 무료,부산 시내 야경이 가장 넓게 보이는 자리. 차로 정상 부근까지 오른다.
,부산시민공원,Busan Citizens Park,힐링·생태,35.1689,129.0596,,,90,상시 개방 · 무료,미군 기지를 공원으로 바꾼 도심 녹지. 숲길과 수로가 길게 난다.
,부산현대미술관,Museum of Contemporary Art Busan,테마파크·액티비티,35.109,128.943,,,90,10:00–18:00 · 월요일 휴관 · 무료,을숙도 안의 미술관. 외벽을 식물이 덮고 있다.
,을숙도 철새도래지,Eulsukdo Migratory Bird Sanctuary,힐링·생태,35.108,128.9455,,,80,09:00–18:00 · 월요일 휴관 · 무료,낙동강 하구의 철새 서식지. 겨울에 개체가 가장 많다.
,다대포 꿈의낙조분수,Dadaepo Sunset Fountain,힐링·생태,35.0489,128.9666,,,60,분수 4–10월 야간 · 무료,해 지는 시간에 맞춰 물을 뿜는 대형 분수. 다대포 해변과 붙어 있다.
,아미산 전망대,Amisan Observatory,힐링·생태,35.05262,128.96071,,,50,09:00–18:00 · 월요일 휴관 · 무료,낙동강 하구의 모래섬이 한눈에 드는 전망대.
,부산 용두산공원 · 부산타워,Yongdusan Park & Busan Tower,힐링·생태,35.1008,129.0324,,,70,"공원 상시 · 타워 10:00–22:00 · 어른 12,000원",남포동 위 언덕의 공원. 타워에서 항구와 영도가 함께 보인다.
,보수동 책방골목,Bosu-dong Book Street,로컬·먹거리,35.1022,129.0248,,,50,10:00–19:00 · 일부 일요일 휴무,헌책방이 줄지어 선 좁은 골목. 국제시장 바로 옆이다.
,깡통시장 야시장,Kkangtong Night Market,로컬·먹거리,35.1006,129.0281,,,60,야시장 19:30–23:30,부평깡통시장 통로에 서는 야시장. 먹거리 노점이 이어진다.
,초량 이바구길,Choryang Ibagu-gil,역사·문화,35.1152,129.0384,,,80,상시 개방 · 무료 · 모노레일 운행,부산역 뒤 산복도로로 오르는 계단길. 168계단과 모노레일이 있다.
,유엔기념공원,UN Memorial Cemetery,역사·문화,35.12781,129.09571,,,70,09:00–17:00 · 무료,한국전쟁 참전 유엔군이 묻힌 세계 유일의 유엔 묘지.
,부산박물관,Busan Museum,역사·문화,35.1276,129.0968,,,90,09:00–18:00 · 월요일 휴관 · 무료,가야부터 근현대까지 부산의 역사를 모았다.
,범어사,Beomeosa Temple,역사·문화,35.2856,129.0689,,,100,08:30–17:30 · 무료 · 051-508-3122,금정산 자락의 천년 사찰. 템플스테이를 운영한다.
,금정산성,Geumjeongsanseong Fortress,역사·문화,35.2755,129.0575,,,150,상시 개방 · 무료,국내 최대 규모의 산성. 성곽길이 능선을 따라 길게 이어진다.
,온천천 카페거리,Oncheoncheon Cafe Street,로컬·먹거리,35.19159,129.10196,,,60,상점 11:00–22:00,하천을 따라 카페가 늘어선 산책 구간. 벚꽃철이 절정이다.
,동래읍성 · 복천박물관,Dongnae Fortress & Bokcheon Museum,역사·문화,35.2069,129.0891,,,80,09:00–18:00 · 월요일 휴관 · 무료,가야·신라 고분과 읍성 터가 함께 있다.
,해동용궁사,Haedong Yonggungsa,역사·문화,35.1885,129.2233,,Y,80,05:00–일몰 · 무료 · 051-722-7744,바다 절벽에 앉은 사찰. 파도가 법당 아래까지 닿는다.
,오시리아 관광단지,Osiria Tourism Complex,테마파크·액티비티,35.18941,129.2124,,Y,180,시설별 상이,아쿠아리움·테마파크·아울렛이 묶인 해안 단지. 용궁사와 붙어 있다.
,죽성리 드림성당,Jukseong Dream Chapel,힐링·생태,35.24507,129.23914,,,40,상시 개방 · 무료,드라마 세트로 지은 바닷가 성당. 실제 성당은 아니다.
,기장 죽성 해안,Jukseong Coast,힐링·생태,35.2445,129.2402,,,50,상시 개방 · 무료,갯바위와 방파제가 이어지는 조용한 해안.
,일광해수욕장,Ilgwang Beach,힐링·생태,35.2622,129.2318,,,60,상시 개방 · 여름 개장,기장 북쪽의 완만한 해변. 동해선 일광역에서 걸어 닿는다.
,송정해수욕장,Songjeong Beach,힐링·생태,35.1785,129.1994,,Y,70,상시 개방 · 서핑 강습 연중,서핑 보드가 늘 떠 있는 해변. 해운대에서 한 정거장이다.
,달맞이길 문탠로드,Dalmaji-gil Moontan Road,힐링·생태,35.15638,129.18026,,,70,상시 개방 · 무료,해운대 동쪽 언덕을 감아 오르는 숲길. 달빛 산책로로 알려져 있다.
,부산 센텀시티,Centum City,테마파크·액티비티,35.169,129.13,,,150,백화점 10:30–20:00,대형 백화점과 전시장이 모인 구역. 영화의전당 바로 옆이다.
,부산 아난티 · 힐튼 해안,Ananti Coast,힐링·생태,35.19766,129.22809,,,80,상점 10:00–21:00,절벽 위 리조트 단지의 공개 산책로와 서점.
,부산 F1963,F1963,테마파크·액티비티,35.1767,129.11531,,,80,09:00–21:00 · 무료,와이어 공장을 고친 복합 문화 공간. 서점과 전시장이 있다.
,민락수변공원,Millak Waterside Park,로컬·먹거리,35.1546,129.13,,,60,상시 개방 · 음주 취식 규정 확인,광안대교를 정면으로 보는 방파제 공원. 저녁에 사람이 모인다.
,부산 전포 카페거리,Jeonpo Cafe Street,로컬·먹거리,35.1554,129.06733,,,70,상점 11:00–22:00,공구 상가가 카페 거리로 바뀐 구역. 서면에서 걸어 닿는다.
,서면 먹자골목,Seomyeon Food Alley,로컬·먹거리,35.1579,129.0594,,,70,상점 11:00–24:00,부산에서 가장 밀도 높은 상권. 돼지국밥집이 몰려 있다.
,부산 광복로,Gwangbok-ro,로컬·먹거리,35.0995,129.0312,,,60,상점 11:00–22:00,남포동의 보행 상가 거리. 겨울 조명 축제가 열린다.
,부산항 북항 친수공원,North Port Waterfront Park,힐링·생태,35.11493,129.0454,,,60,상시 개방 · 무료,재개발한 항만 부지의 수변 공원. 크루즈 부두가 보인다.
,국립해양박물관,National Maritime Museum,테마파크·액티비티,35.07833,129.07986,,,100,09:00–18:00 · 월요일 휴관 · 무료,영도 동삼동의 해양 박물관. 대형 수조와 선박 전시가 있다.
,흰여울 절영해안산책로,Jeollyeong Coastal Walk,힐링·생태,35.07323,129.0514,,,60,상시 개방 · 무료,흰여울마을 아래 해안으로 내려가는 길. 파도 소리가 가깝다.
,구포시장,Gupo Market,로컬·먹거리,35.20872,129.00378,,,60,08:00–20:00 · 3·8일 오일장,낙동강 나루터에서 자란 재래시장. 국수와 돼지국밥이 유명하다.
,벡스코,BEXCO,테마파크·액티비티,35.1690,129.1345,,,80,행사 일정별 상이,전시·컨벤션 센터. 지스타와 부산국제모터쇼가 열린다.
,동백섬 · 누리마루,Dongbaekseom & Nurimaru,힐링·생태,35.1535,129.1530,,,70,상시 개방 · 누리마루 09:00–18:00,해운대 서쪽 끝 육계도. 해안 산책로가 누리마루 APEC하우스로 이어진다.
,마린시티,Marine City,로컬·먹거리,35.1560,129.1450,,,70,상시 · 상점별 상이,초고층 주거단지 앞 해안 산책로와 식당가. 광안대교 야경이 정면이다.
,부전시장,Bujeon Market,로컬·먹거리,35.1608,129.0605,,,70,05:00–20:00 · 점포별 상이,부산 최대 재래시장. 농수산물과 먹자골목이 서면과 붙어 있다.
,허심청,Hurshimchung Spa,힐링·생태,35.2223,129.0806,,,120,05:30–21:00 · 유료,동래온천 수원을 쓰는 대형 온천탕. 노천탕과 40여 개 탕이 있다.
,부산 롯데월드 어드벤처,Lotte World Adventure Busan,테마파크·액티비티,35.19624,129.21494,,,240,10:00–20:00 · 유료,오시리아 관광단지의 야외 테마파크. 자이언트 디거가 대표 기구다.
,부네치아 (장림포구),Bunezia (Jangnim Port),힐링·생태,35.07967,128.9527,,,60,상시 개방 · 무료,색색의 창고가 물가에 늘어선 포구. 베네치아를 빗대 부네치아로 불린다.
,사직야구장,Sajik Baseball Stadium,테마파크·액티비티,35.1940,129.0615,,,180,경기 일정별 · 유료,롯데 자이언츠 홈구장. 응원 열기로 이름난 곳이다.
,부산어린이대공원,Busan Children\'s Grand Park,힐링·생태,35.18463,129.04348,,,90,05:00–22:00 · 무료,백양산 자락의 계곡 공원. 성지곡수원지 둘레길과 학생교육문화회관이 있다.
,부산아시아드 주경기장,Busan Asiad Main Stadium,테마파크·액티비티,35.1902,129.0585,,,60,경기 일정별 상이,2002 아시안게임·월드컵 경기장. 사직야구장과 한 단지에 있다.
,영도 남항시장,Yeongdo Namhang Market,로컬·먹거리,35.0887,129.04154,,,50,08:00–20:00 · 점포별 상이,"영도대교 건너 남항동 골목시장. 어묵과 건어물, 생선 좌판이 이어진다."
,삼진어묵 영도 본점,Samjin Eomuk Flagship,로컬·먹거리,35.0929,129.04275,,,50,09:00–20:00,1953년 시작한 부산 어묵 공장의 본점. 체험공간과 어묵베이커리가 함께 있다.
,초량 168계단,Choryang 168 Stairs,역사·문화,35.11722,129.03546,,,40,상시 개방 · 모노레일 05:00–24:00,산복도로와 부산항을 잇는 168칸 계단. 옆에 무료 모노레일이 오른다.
,부산 차이나타운,Busan Chinatown,로컬·먹거리,35.11531,129.03764,,,60,상시 · 상점별 상이,부산역 맞은편 상해거리. 화교 학교와 중식당이 모여 있다.
